datatype,objectid,displayorder,forwardtext,invertedtext,remarks,effectivedate
previous_title,55158,3,Sitter unidentified,,,
previous_title,55159,3,Sitter unidentified,,,
previous_title,55610,2,Untitled,,,
previous_title,55640,2,To Kermit for our Trip to Japan,,,
previous_title,55776,3,Circe-Surface and Volume in Nature,,,
previous_attribution,55781,1,Dutch 17th Century,Dutch 17th Century,"Attribution at time of acquisition
",
previous_attribution,55890,1,Rainer Maria Rilke (author) and Donald Saff,"Rilke, Rainer Maria (author) and Donald Saff",,
previous_attribution,56108,1,William Smith,"Smith, William",Attribution at time of gift,
previous_attribution,56121,1,Walter de Maria,"Maria, Walter de",,
previous_attribution,56131,1,Bernd and Hilla Becher,"Becher, Bernd and Hilla",,
previous_title,56136,2,Mickey Mouse,,,
previous_attribution,56203,1,Paulus Pontius after Sir Peter Paul Rubens,"Pontius, Paulus after Sir Peter Paul Rubens",,
previous_attribution,56386,1,Albert-Ernest Carrier-Belleuse,"Carrier-Belleuse, Albert-Ernest",Attribution at time of acquisition,
previous_attribution,56387,1,Clodion,Clodion,Attribution at time of acquistion,          
previous_attribution,56394,1,Sir Peter Lely,"Lely, Sir Peter",Attribution at time of gift,
previous_attribution,56403,1,"Cornelis Ploos van Amstel (editor) and Bernhard Schreuder (printmaker), after Ludolf Backhuysen","Ploos van Amstel, Cornelis (editor), and Bernhard Schreuder (printmaker), after Ludolf Backhuysen",,
previous_title,56425,2,Lady with Guitar,,,
previous_attribution,56426,1,"Cornelis Ploos van Amstel, after Nicolaes Maes (formerly Rembrandt van Rijn)","Ploos van Amstel, Cornelis, after Nicolaes Maes, formerly Rembrandt van Rijn",,
previous_attribution,56426,2,Cornelis Ploos van Amstel after Rembrandt van Rijn,"Ploos van Amstel, Cornelis after Rembrandt van Rijn",,
previous_attribution,56427,1,"Cornelis Ploos van Amstel, after Samuel van Hoogstraten, formerly Rembrandt van Rijn","Ploos van Amstel, Cornelis, after Samuel van Hoogstraten, formerly Rembrandt van Rijn",,
previous_attribution,56427,2,Cornelis Ploos van Amstel after Rembrandt van Rijn,"Ploos van Amstel, Cornelis after Rembrandt van Rijn",,
previous_attribution,56617,1,after Jean Arp,"Arp, Jean, after","Original accession card reads ""Jean Arp,"" but changed to ""after Jean Arp"" at unknown date and published with that attribution in 1994 NGA sculpture summary catalogue.",
previous_attribution,56633,1,Lucas Emil Vorsterman after Sir Peter Paul Rubens,"Vorsterman, Lucas Emil after Sir Peter Paul Rubens",,
previous_attribution,56701,1,Nicolas Lagneau,"Lagneau, Nicolas",,
previous_attribution,56729,1,Erastus Salisbury Field,"Field, Erastus Salisbury",Attribution at time of gift,
previous_attribution,56737,1,William Matthew Prior,"Prior, William Matthew",Attribution at time of gift,
previous_attribution,56737,2,Attributed to Sturtevant J. Hamblin,"Hamblin, Sturtevant J., Attributed to",Bd. Tr. approval 9/29/82,
previous_attribution,56738,1,Attributed to Pieter Vanderlyn,"Vanderlyn, Pieter, Attributed to",Attribution at time of gift,
previous_attribution,56743,1,American School,American School,Attribution at time of gift,
previous_attribution,56744,1,American 19th Century,American 19th Century,Attribution at time of gift,
previous_attribution,56745,1,American 19th Century,American 19th Century,Attribution at time of gift,
previous_attribution,56746,1,American School,American School,Attribution at time of gift,
previous_attribution,56746,2,Attributed to Sturtevant J. Hamblin,"Hamblin, Sturtevant J., Attributed to",Bd. Tr. approval 9/29/82,
previous_attribution,56864,1,Aniello Falcone,"Falcone, Aniello",,
previous_attribution,57006,1,Winslow Homer,"Homer, Winslow",,
previous_title,57006,2,Sketchbook Page,,,
previous_attribution,57025,1,John Frederick Kensett,"Kensett, John Frederick",,
previous_title,57063,2,Tmui of Ptolemy,,,
previous_attribution,57152,1,Jorg Breu I,"Breu I, Jorg",,
previous_attribution,57153,1,Jorg Breu I,"Breu I, Jorg",,
previous_attribution,57418,1,Abel Grimmer,"Grimmer, Abel","Attribution at time of acquisition
",
previous_attribution,57591,1,Otto Müller,"Müller, Otto",,
previous_attribution,57705,1,Attributed to French 19th Century,"French 19th Century, Attributed to",,
previous_title,57864,2,Black Flower,,,
previous_attribution,57875,1,Attributed to Philip Galle after Pieter Bruegel the Elder,"Galle, Philip, Attributed to after Pieter Bruegel the Elder",attribution confirmed in Galle New Hollstein (2001),""
previous_attribution,57878,1,Attributed to Philip Galle after Pieter Bruegel the Elder,"Galle, Philip, Attributed to after Pieter Bruegel the Elder",attribution confirmed in Galle New Hollstein (2001),""
previous_attribution,57879,1,Attributed to Philip Galle after Pieter Bruegel the Elder,"Galle, Philip, Attributed to after Pieter Bruegel the Elder",attribution confirmed in Galle New Hollstein (2001),""
previous_attribution,57880,1,Attributed to Philip Galle after Pieter Bruegel the Elder,"Galle, Philip, Attributed to after Pieter Bruegel the Elder",attribution confirmed in Galle New Hollstein (2001),""
previous_attribution,57882,1,Attributed to Philip Galle after Pieter Bruegel the Elder,"Galle, Philip, Attributed to after Pieter Bruegel the Elder",attribution confirmed in Galle New Hollstein (2001),""
previous_attribution,57883,1,Attributed to Philip Galle after Pieter Bruegel the Elder,"Galle, Philip, Attributed to after Pieter Bruegel the Elder",attribution confirmed in Galle New Hollstein (2001),""
previous_attribution,57884,1,Attributed to Philip Galle after Pieter Bruegel the Elder,"Galle, Philip, Attributed to after Pieter Bruegel the Elder",attribution confirmed in Galle New Hollstein (2001),""
previous_attribution,57885,1,Attributed to Philip Galle after Pieter Bruegel the Elder,"Galle, Philip, Attributed to after Pieter Bruegel the Elder",attribution confirmed in Galle New Hollstein (2001),""
previous_title,58268,2,Sailboats at Anchor,,,
previous_title,58476,4,Leaves of Grass,,,
previous_title,58663,2,Town at Water's Edge,,,
previous_title,58812,2,Woman,,,
previous_attribution,58816,1,Jean Negulsco,"Negulsco, Jean",,
previous_title,58892,2,"The Shambles, Nov. 1929",,,
previous_attribution,59472,1,Probably British 19th Century,"British 19th Century, Probably",,
previous_attribution,59481,1,Probably British 19th Century,"British 19th Century, Probably",,
previous_attribution,59482,1,British 19th Century,British 19th Century,,
previous_title,59723,2,Twilight in Arizona,,,
previous_title,59735,2,The Home of the Muskrat,,,
previous_title,59823,2,"Elms at Stowe, Vermont",,,
previous_attribution,59881,1,Boston Limner,Boston Limner,Attribution at time of gift,
previous_attribution,59882,1,Joseph Goodhue Chandler,"Chandler, Joseph Goodhue",Attribution at time of gift,
previous_attribution,59885,1,American School,American School,Attribution at time of gift,
previous_attribution,59890,1,American 19th Century,American 19th Century,Attribution at time of gift,
previous_attribution,59893,1,American 19th Century,American 19th Century,Attribution at time of gift,
previous_attribution,59894,1,T. Davies Bangor,"Bangor, T. Davies",Attribution at time of gift,
previous_attribution,59901,1,Erastus Salisbury Field,"Field, Erastus Salisbury",Attribution at time of gift,
previous_attribution,59903,1,John Hesselius,"Hesselius, John",Attribution at time of gift,
previous_attribution,59907,1,Edward Hicks,"Hicks, Edward",Attribution at time of gift,
previous_attribution,59909,2,Attributed to Frederick W. Mayhew,"Mayhew, Frederick W., Attributed to",Bd. Tr. approval 1/25/84,
previous_attribution,59909,1,Nathaniel Mayhew,"Mayhew, Nathaniel",Attribution at time of gift,
previous_attribution,59910,2,Attributed to Frederick W. Mayhew,"Mayhew, Frederick W., Attributed to",Bd. Tr. approval 1/25/84,
previous_attribution,59910,1,Nathaniel Mayhew,"Mayhew, Nathaniel",Attribution at time of gift,
previous_attribution,59912,2,Attributed to Sturtevant J. Hamblin,"Hamblin, Sturtevant J., Attributed to",Bd. Tr. approval 9/29/82,
previous_attribution,59912,1,Attributed to William Matthew Prior,"Prior, William Matthew, Attributed to",Attribution at time of gift,
previous_attribution,59917,1,J.M. Stolle,"Stolle, J.M.",,
previous_attribution,59919,2,Denison Limner,Denison Limner,Bd. Tr. approval 9/29/82,
previous_attribution,59919,1,American School,American School,Attribution at time of gift,
previous_attribution,59920,2,Denison Limner,Denison Limner,Bd. Tr. approval 9/29/82,
previous_attribution,59920,1,American School,American School,Attribution at time of gift,
previous_attribution,59921,2,Denison Limner,Denison Limner,Bd. Tr. approval 9/29/82,
previous_attribution,59921,1,American School,American School,Attribution at time of gift,
previous_attribution,59924,1,American School,American School,Attribution at time of gift,
previous_attribution,59925,1,American 19th Century,American 19th Century,Attribution at time of gift,
previous_attribution,59929,1,American School,American School,Attribution at time of gift,
previous_attribution,59930,1,American School,American School,Attribution at time of gift,
previous_attribution,59936,1,American School,American School,Attribution at time of gift,
previous_attribution,59936,2,Attributed to Joseph Goodhue Chandler,"Chandler, Joseph Goodhue, Attributed to",Bd. Tr. approval 5/2/84,
previous_attribution,59940,1,American School,American School,Attribution at time of gift,
previous_attribution,59945,1,Emily Eastman Louden,"Louden, Emily Eastman",,
previous_attribution,59960,1,American 19th Century,American 19th Century,,
previous_attribution,59963,1,Attributed to Joseph Anderson Faris,"Faris, Joseph Anderson, Attributed to","Bd. Tr. approval 9/29/1982.   Signature originally could not be deciphered and was recorded as ""A. Pay__"" or ""A. Tapy"".",""
previous_attribution,60368,1,John Frederick Kensett,"Kensett, John Frederick",,
previous_title,60409,2,Ale Cans (III),,,
previous_title,60545,2,Souvenir Black State,,,
previous_attribution,60944,1,Leone Battista Alberti (author),"Alberti, Leone Battista (author)",,
previous_title,60964,2,"Alfred, Lord Tennyson",,,
previous_attribution,61108,1,Guiseppe Nicolo Vicentino,"Vicentino, Guiseppe Nicolo",,
previous_attribution,61108,2,Ugo da Carpi after Giovanni Antonio Pordenone,Ugo da Carpi after Giovanni Antonio Pordenone,,
previous_attribution,61109,1,Ugo da Carpi after Giovanni Antonio Pordenone,Ugo da Carpi after Giovanni Antonio Pordenone,,
previous_attribution,61110,1,Ugo da Carpi after Giovanni Antonio Pordenone,Ugo da Carpi after Giovanni Antonio Pordenone,,
previous_attribution,61264,1,Attributed to Auguste Rodin,"Rodin, Auguste, Attributed to",Attribution at time of acquisition,1982
previous_title,61306,2,"Point Blue, Homage to the Square",,,
previous_title,61307,2,"Point Black, Homage to the Square",,,
previous_title,61308,2,"Point Green, Homage to the Square",,,
previous_title,61309,2,"Point Yellow, Homage to the Square",,,
previous_title,61424,2,Sketch for the Arms and Hands of Mrs. Philip Wase,,,
previous_title,61434,2,"Emma in a Chair, or Lady with a Fan",,,
previous_title,61436,2,"Marjorie, Emma and Elsie",,,
previous_attribution,62293,1,Attributed to Jan van Kessel I,"Kessel I, Jan van, Attributed to","Attribution at time of acquisition
",
previous_attribution,62294,1,Attributed to Jan van Kessel I,"Kessel I, Jan van, Attributed to","Attribution at time of acquisition
",
previous_attribution,62296,1,Attributed to Jan van Kessel I,"Kessel I, Jan van, Attributed to","Attribution at time of acquisition
",
previous_attribution,62321,1,Lagneau,Lagneau,,
previous_attribution,62474,1,Charles Louis Clérisseau,"Clérisseau, Charles Louis",,
previous_attribution,62475,1,Charles Louis Clérisseau,"Clérisseau, Charles Louis",,
previous_attribution,62476,1,Charles Louis Clérisseau,"Clérisseau, Charles Louis",,
previous_attribution,62477,1,Charles Louis Clérisseau,"Clérisseau, Charles Louis",,
previous_attribution,62478,1,Charles Louis Clérisseau,"Clérisseau, Charles Louis",,
previous_attribution,62479,1,Charles Louis Clérisseau,"Clérisseau, Charles Louis",,
previous_attribution,62480,1,Charles Louis Clérisseau,"Clérisseau, Charles Louis",,
previous_attribution,62481,1,Charles Louis Clérisseau,"Clérisseau, Charles Louis",,
previous_attribution,62482,1,Charles Louis Clérisseau,"Clérisseau, Charles Louis",,
previous_attribution,62483,1,Charles Louis Clérisseau,"Clérisseau, Charles Louis",,
previous_attribution,62484,1,Charles Louis Clérisseau,"Clérisseau, Charles Louis",,
previous_attribution,62485,1,Charles Louis Clérisseau,"Clérisseau, Charles Louis",,
previous_attribution,62486,1,Charles Louis Clérisseau,"Clérisseau, Charles Louis",,
previous_attribution,62487,1,Charles Louis Clérisseau,"Clérisseau, Charles Louis",,
previous_attribution,62488,1,Charles Louis Clérisseau,"Clérisseau, Charles Louis",,
previous_attribution,62489,1,Charles Louis Clérisseau,"Clérisseau, Charles Louis",,
previous_attribution,62490,1,Charles Louis Clérisseau,"Clérisseau, Charles Louis",,
previous_attribution,62491,1,Charles Louis Clérisseau,"Clérisseau, Charles Louis",,
previous_attribution,62492,1,Charles Louis Clérisseau,"Clérisseau, Charles Louis",,
previous_attribution,62493,1,Charles Louis Clérisseau,"Clérisseau, Charles Louis",,
previous_attribution,62494,1,Charles Louis Clérisseau,"Clérisseau, Charles Louis",,
previous_attribution,62495,1,Charles Louis Clérisseau,"Clérisseau, Charles Louis",,
previous_attribution,62496,1,Charles Louis Clérisseau,"Clérisseau, Charles Louis",,
previous_attribution,62497,1,Charles Louis Clérisseau,"Clérisseau, Charles Louis",,
previous_attribution,62498,1,Charles Louis Clérisseau,"Clérisseau, Charles Louis",,
previous_attribution,62499,1,Charles Louis Clérisseau,"Clérisseau, Charles Louis",,
previous_attribution,62500,1,Charles Louis Clérisseau,"Clérisseau, Charles Louis",,
previous_attribution,62501,1,Charles Louis Clérisseau,"Clérisseau, Charles Louis",,
previous_attribution,62502,1,Charles Louis Clérisseau,"Clérisseau, Charles Louis",,
previous_attribution,62503,1,Charles Louis Clérisseau,"Clérisseau, Charles Louis",,
previous_attribution,62504,1,Charles Louis Clérisseau,"Clérisseau, Charles Louis",,
previous_attribution,62505,1,Charles Louis Clérisseau,"Clérisseau, Charles Louis",,
previous_attribution,62506,1,Charles Louis Clérisseau,"Clérisseau, Charles Louis",,
previous_attribution,62507,1,Charles Louis Clérisseau,"Clérisseau, Charles Louis",,
previous_attribution,62508,1,Charles Louis Clérisseau,"Clérisseau, Charles Louis",,
previous_attribution,62509,1,Charles Louis Clérisseau,"Clérisseau, Charles Louis",,
previous_attribution,62510,1,Charles Louis Clérisseau,"Clérisseau, Charles Louis",,
previous_attribution,62511,1,Charles Louis Clérisseau,"Clérisseau, Charles Louis",,
previous_attribution,62512,1,Charles Louis Clérisseau,"Clérisseau, Charles Louis",,
previous_attribution,62513,1,Charles Louis Clérisseau,"Clérisseau, Charles Louis",,
previous_attribution,62514,1,Charles Louis Clérisseau,"Clérisseau, Charles Louis",,
previous_attribution,62515,1,Charles Louis Clérisseau,"Clérisseau, Charles Louis",,
previous_attribution,62516,1,Charles Louis Clérisseau,"Clérisseau, Charles Louis",,
previous_attribution,62517,1,Charles Louis Clérisseau,"Clérisseau, Charles Louis",,
previous_attribution,62518,1,Charles Louis Clérisseau,"Clérisseau, Charles Louis",,
